"GEO_ID","NAME","B25070_001E","B25070_001M","B25070_002E","B25070_002M","B25070_003E","B25070_003M","B25070_004E","B25070_004M","B25070_005E","B25070_005M","B25070_006E","B25070_006M","B25070_007E","B25070_007M","B25070_008E","B25070_008M","B25070_009E","B25070_009M","B25070_010E","B25070_010M","B25070_011E","B25070_011M",
"0500000US01067","Henry County, Alabama","1232","240","28","23","122","90","142","76","60","38","186","86","154","85","33","41","103","59","255","105","149","94",
"0500000US01069","Houston County, Alabama","14347","456","698","104","1805","264","1778","175","1622","186","1281","151","1030","178","744","102","942","166","3037","282","1410","179",
"0500000US01071","Jackson County, Alabama","4937","439","313","162","496","174","610","216","436","145","432","158","526","180","200","116","259","102","620","176","1045","238",
"0500000US01073","Jefferson County, Alabama","95438","2376","3695","553","6671","736","11106","867","9873","796","10446","952","8626","925","5511","653","7894","909","23763","1325","7853","758",
"0500000US01075","Lamar County, Alabama","1310","284","41","38","155","95","113","63","143","103","47","47","79","53","119","75","105","85","218","105","290","119",
"0500000US01077","Lauderdale County, Alabama","12422","726","629","227","1426","342","1489","298","1322","255","1378","374","988","370","418","151","780","221","2058","358","1934","405",
"0500000US01079","Lawrence County, Alabama","2638","307","239","119","368","129","287","117","134","67","227","92","260","117","27","34","112","59","286","150","698","171",
"0500000US01081","Lee County, Alabama","22649","1018","754","250","2118","498","2177","434","1932","400","1635","398","1526","383","1129","374","1525","396","6921","774","2932","573",
"0500000US01083","Limestone County, Alabama","8604","813","664","246","1266","338","906","268","1146","380","750","252","660","229","439","205","527","190","1213","263","1033","375",
"0500000US01085","Lowndes County, Alabama","901","150","25","22","23","27","9","14","84","56","35","37","37","35","124","68","76","41","153","67","335","106",
"0500000US01087","Macon County, Alabama","2642","267","108","60","257","122","178","78","213","106","158","79","122","41","137","68","126","57","565","150","778","180",
"0500000US01089","Madison County, Alabama","51024","1565","2509","551","6176","698","6391","674","6630","780","5121","704","4097","516","2726","466","3435","510","10264","1055","3675","557",
"0500000US01091","Marengo County, Alabama","2341","329","156","117","58","47","174","110","298","135","154","93","196","105","166","107","246","136","372","168","521","214",
"0500000US01093","Marion County, Alabama","2987","332","181","110","400","149","283","149","282","121","351","123","381","169","136","109","349","160","212","106","412","133",
"0500000US01095","Marshall County, Alabama","8847","651","619","199","892","221","1221","242","562","138","980","238","792","204","468","142","568","182","1394","283","1351","245",
"0500000US01097","Mobile County, Alabama","58271","1606","2575","517","5106","617","5336","574","4834","616","5384","580","5267","824","3357","686","4412","606","14530","1034","7470","713",
"0500000US01099","Monroe County, Alabama","2013","307","63","47","103","86","233","118","120","77","85","70","186","139","103","88","123","97","171","92","826","183",
"0500000US01101","Montgomery County, Alabama","38372","1355","1273","287","2959","587","4764","688","4241","777","3923","677","2485","503","1951","437","3274","526","10439","963","3063","468",
"0500000US01103","Morgan County, Alabama","13082","914","543","201","1580","373","1379","389","974","276","1886","485","1037","304","419","145","1185","361","2438","486","1641","393",
"0500000US01105","Perry County, Alabama","918","229","41","34","18","22","95","91","134","100","70","81","81","59","57","58","27","48","171","118","224","123",
"0500000US01107","Pickens County, Alabama","1830","219","103","68","148","69","109","73","215","84","173","78","159","101","137","91","41","26","321","108","424","121",
"0500000US01109","Pike County, Alabama","4435","406","163","131","246","99","186","78","480","166","360","141","290","126","158","96","519","199","1323","336","710","215",
"0500000US01111","Randolph County, Alabama","1812","273","93","64","95","54","53","34","229","110","141","79","89","55","3","4","133","98","467","145","509","142",
"0500000US01113","Russell County, Alabama","9111","623","379","200","588","242","1308","366","897","307","750","313","1133","330","251","123","739","307","2224","495","842","271",
"0500000US01115","St. Clair County, Alabama","6180","731","664","232","492","216","638","234","736","265","619","174","343","161","199","92","572","222","815","235","1102","283",
"0500000US01117","Shelby County, Alabama","15966","877","767","228","1259","331","2255","417","1781","310","1398","294","1281","268","1315","307","932","240","3452","472","1526","356",
"0500000US01119","Sumter County, Alabama","1474","213","40","52","52","57","122","66","42","36","107","74","112","101","52","41","122","87","282","119","543","182",
"0500000US01121","Talladega County, Alabama","9084","711","479","178","951","318","776","231","681","218","549","172","507","172","469","210","372","166","2009","345","2291","461",
"0500000US01123","Tallapoosa County, Alabama","4029","449","122","57","430","165","640","247","449","221","368","158","160","92","207","164","225","124","610","225","818","249",
"0500000US01125","Tuscaloosa County, Alabama","31951","1175","1122","285","2535","432","3963","684","3382","556","2725","546","2550","467","1311","314","3184","558","8164","794","3015","462",
"0500000US01127","Walker County, Alabama","5566","512","387","156","603","211","725","188","389","132","587","255","364","126","179","81","224","123","882","256","1226","228",
"0500000US01129","Washington County, Alabama","638","164","43","40","35","41","22","18","5","10","39","35","13","15","0","20","4","6","105","80","372","137",
"0500000US01131","Wilcox County, Alabama","735","160","57","63","45","44","32","46","73","54","56","43","17","22","22","17","0","20","177","75","256","93",
"0500000US01133","Winston County, Alabama","1981","259","124","73","132","61","144","79","96","47","276","117","187","75","121","87","56","58","171","70","674","157",
"0500000US02013","Aleutians East Borough, Alaska","370","72","14","10","45","26","37","26","16","10","31","21","7","6","9","6","4","4","34","14","173","45",
"0500000US02016","Aleutians West Census Area, Alaska","701","78","40","17","57","22","52","24","45","16","24","15","65","55","21","13","17","14","22","11","358","68",
"0500000US02020","Anchorage Municipality, Alaska","38778","1240","1378","435","2981","456","5229","653","5772","608","4224","589","3792","461","2529","530","3508","519","7685","752","1680","401",
"0500000US02050","Bethel Census Area, Alaska","1872","167","238","74","228","75","292","104","126","62","143","77","43","35","107","68","22","18","215","89","458","87",
"0500000US02060","Bristol Bay Borough, Alaska","140","29","26","14","24","13","15","9","4","5","9","8","2","3","2","3","4","4","5","4","49","19",
"0500000US02063","Chugach Census Area, Alaska","1030","141","24","15","128","69","128","65","150","87","104","63","179","101","80","76","46","42","91","54","100","58",
"0500000US02066","Copper River Census Area, Alaska","340","81","65","42","31","26","68","43","14","13","11","11","10","9","7","8","13","12","24","23","97","42",
"0500000US02068","Denali Borough, Alaska","69","32","8","11","11","10","0","10","2","5","19","20","13","14","0","10","0","10","5","6","11","10",
"0500000US02070","Dillingham Census Area, Alaska","543","280","45","35","80","87","78","61","37","26","58","24","39","22","15","18","30","17","42","20","119","82",
"0500000US02090","Fairbanks North Star Borough, Alaska","14330","844","731","253","1095","296","2064","467","1775","309","1677","373","1168","332","730","228","1700","400","2570","477","820","261",
"0500000US02100","Haines Borough, Alaska","238","78","14","21","16","15","14","12","37","38","50","49","4","4","2","3","16","16","35","27","50","43",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","221","46","24","15","23","12","20","14","13","8","5","7","13","11","9","16","15","11","20","14","79","29",
"0500000US02110","Juneau City and Borough, Alaska","4652","414","140","77","551","145","613","153","942","196","559","149","357","146","157","62","301","113","834","234","198","93",
"0500000US02122","Kenai Peninsula Borough, Alaska","5393","422","223","94","585","141","715","150","353","116","482","162","404","129","388","131","480","142","1016","215","747","210",
"0500000US02130","Ketchikan Gateway Borough, Alaska","1912","150","78","32","202","65","203","64","227","61","177","62","175","61","142","54","173","50","411","88","124","54",
"0500000US02150","Kodiak Island Borough, Alaska","1915","219","139","107","60","48","219","82","257","116","190","117","27","31","103","111","159","101","237","104","524","130",
"0500000US02158","Kusilvak Census Area, Alaska","542","75","62","28","76","35","23","15","26","19","9","10","7","8","34","28","18","14","30","20","257","56",
"0500000US02164","Lake and Peninsula Borough, Alaska","107","29","23","15","6","8","9","9","1","2","0","10","3","7","1","3","0","10","1","3","63","25",
"0500000US02170","Matanuska-Susitna Borough, Alaska","9247","372","465","128","790","152","1136","180","948","178","790","150","902","182","676","179","811","146","1954","261","775","180",
"0500000US02180","Nome Census Area, Alaska","1041","104","91","34","101","35","160","47","87","34","103","57","61","26","42","19","55","39","76","24","265","50",
"0500000US02185","North Slope Borough, Alaska","1156","186","194","81","136","65","197","106","144","78","51","49","37","35","13","13","68","58","79","68","237","91",
"0500000US02188","Northwest Arctic Borough, Alaska","693","75","88","38","91","33","59","27","75","29","70","28","40","25","26","15","13","10","50","22","181","35",
"0500000US02195","Petersburg Borough, Alaska","334","58","13","10","55","38","28","14","51","24","26","12","25","13","24","14","23","14","63","24","26","14",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","639","74","80","28","75","23","99","30","63","24","47","17","32","13","32","14","38","21","96","35","77","27",
"0500000US02220","Sitka City and Borough, Alaska","1228","139","36","25","64","39","159","54","149","63","133","43","172","100","112","50","47","20","227","54","129","61",
"0500000US02230","Skagway Municipality, Alaska","141","29","14","10","14","9","35","14","14","9","9","6","8","6","4","5","9","7","3","5","31","13",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","547","108","49","28","44","32","39","29","80","49","16","17","30","29","14","20","51","38","38","28","186","58",
"0500000US02275","Wrangell City and Borough, Alaska","323","65","42","37","18","11","42","19","29","21","60","37","10","7","46","28","13","11","32","17","31","25",
"0500000US02282","Yakutat City and Borough, Alaska","102","50","2","3","49","41","5","4","2","3","4","4","2","2","2","4","0","10","6","7","30","26",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","574","95","56","29","70","23","45","23","32","21","27","16","5","7","23","23","13","16","34","30","269","47",
"0500000US04001","Apache County, Arizona","3948","296","857","156","537","127","355","114","325","97","386","130","127","49","130","70","148","80","284","91","799","146",
"0500000US04003","Cochise County, Arizona","14798","761","894","253","1623","295","1984","401","1201","252","1701","384","1382","391","1003","214","1213","239","2356","374","1441","279",
"0500000US04005","Coconino County, Arizona","21288","932","1292","313","1695","389","2082","366","2034","355","2099","381","1920","397","1433","373","1771","373","5337","614","1625","300",
"0500000US04007","Gila County, Arizona","5536","564","303","128","582","173","729","274","382","162","598","233","456","190","329","185","287","127","1031","205","839","233",
"0500000US04009","Graham County, Arizona","3194","375","412","143","236","95","498","183","491","182","340","141","220","126","87","85","75","59","511","147","324","113",
"0500000US04011","Greenlee County, Arizona","1447","209","870","177","266","138","89","64","79","51","5","10","47","46","52","44","4","8","26","22","9","10",
"0500000US04012","La Paz County, Arizona","2819","382","541","189","339","137","403","150","367","149","143","105","156","94","71","47","178","150","240","108","381","161",
"0500000US04013","Maricopa County, Arizona","594506","4969","18594","1184","45442","1994","71148","2236","78956","2845","70501","2753","53599","2203","39058","1758","53677","2386","133094","3730","30437","1452",
"0500000US04015","Mohave County, Arizona","26102","1083","999","295","1981","464","3261","567","3094","476","2750","466","2071","510","1821","410","2347","365","4771","560","3007","539",
"0500000US04017","Navajo County, Arizona","10402","679","1183","262","1276","243","1294","334","908","227","758","210","661","183","581","200","735","188","1153","239","1853","299",
"0500000US04019","Pima County, Arizona","151698","2200","5230","700","12029","926","17432","1194","17527","1136","16322","1027","13640","935","9249","951","13630","1083","35088","1384","11551","918",
"0500000US04021","Pinal County, Arizona","30833","1391","1137","264","2359","475","3332","566","4566","769","3047","490","2758","443","2156","542","2574","493","4947","592","3957","595",
"0500000US04023","Santa Cruz County, Arizona","5461","479","307","171","531","194","707","177","525","191","375","158","681","211","276","161","434","248","918","253","707","220",
"0500000US04025","Yavapai County, Arizona","28649","1242","1164","305","3185","577","2553","475","3948","713","3327","449","1800","339","1733","321","2933","462","5292","676","2714","489",
"0500000US04027","Yuma County, Arizona","23103","941","1359","333","2404","422","3236","615","2143","389","1836","371","2270","530","2094","453","1262","285","4474","623","2025","350",
"0500000US05001","Arkansas County, Arkansas","2214","246","25","22","198","102","309","135","221","94","136","79","88","46","126","64","164","95","555","169","392","110",
"0500000US05003","Ashley County, Arkansas","1847","282","135","65","174","114","158","93","118","104","167","104","111","74","15","22","145","111","431","175","393","128",
"0500000US05005","Baxter County, Arkansas","4879","494","230","125","271","115","562","185","670","202","447","143","387","159","213","94","508","175","766","210","825","239",
"0500000US05007","Benton County, Arkansas","33497","1306","2132","428","5604","649","5694","614","4546","559","3559","518","2263","393","1759","444","1944","373","3793","562","2203","423",
"0500000US05009","Boone County, Arkansas","4532","470","457","212","445","148","579","180","436","176","475","174","428","197","158","83","300","130","575","228","679","232",
"0500000US05011","Bradley County, Arkansas","1258","166","67","58","198","92","84","78","92","64","74","55","48","35","72","46","57","55","247","90","319","90",
"0500000US05013","Calhoun County, Arkansas","203","79","13","13","28","36","18","14","33","33","4","7","7","9","3","7","2","5","18","22","77","42",
"0500000US05015","Carroll County, Arkansas","2675","347","91","54","196","80","478","201","264","102","240","113","236","152","202","106","185","98","340","132","443","144",
"0500000US05017","Chicot County, Arkansas","1285","139","54","48","165","69","174","91","31","17","39","27","58","43","28","24","110","57","253","95","373","120",
"0500000US05019","Clark County, Arkansas","2991","263","289","143","304","122","284","126","278","110","280","96","167","94","133","85","229","129","722","170","305","110",
"0500000US05021","Clay County, Arkansas","1608","216","116","61","229","99","119","80","201","70","122","75","230","115","59","41","30","23","204","84","298","101",
"0500000US05023","Cleburne County, Arkansas","2266","312","57","49","212","90","363","130","256","109","304","154","123","80","60","53","179","105","295","114","417","126",
"0500000US05025","Cleveland County, Arkansas","450","105","22","18","60","38","25","24","33","40","4","9","35","28","47","47","46","56","35","22","143","64",
"0500000US05027","Columbia County, Arkansas","2166","322","112","80","336","186","181","108","277","146","207","120","148","72","38","43","126","117","384","133","357","146",
"0500000US05029","Conway County, Arkansas","2680","314","117","69","248","140","163","89","311","140","256","96","84","81","230","137","275","138","418","162","578","175",
"0500000US05031","Craighead County, Arkansas","17072","763","495","190","1993","369","1857","354","1984","447","1433","403","1340","368","885","274","1563","363","3916","582","1606","426",
"0500000US05033","Crawford County, Arkansas","5560","468","171","95","585","225","828","272","626","205","423","206","539","200","474","188","498","220","1057","234","359","137",
"0500000US05035","Crittenden County, Arkansas","8144","371","345","141","728","201","1036","226","884","238","702","183","807","231","366","156","675","161","1939","319","662","194",
"0500000US05037","Cross County, Arkansas","2216","229","71","68","234","100","211","100","221","99","214","117","166","79","175","68","274","135","347","105","303","118",
"0500000US05039","Dallas County, Arkansas","651","131","73","48","66","43","98","52","44","35","123","74","40","52","23","38","3","6","101","55","80","51",
"0500000US05041","Desha County, Arkansas","1726","210","70","54","152","90","218","113","287","117","106","62","64","43","141","93","38","33","418","152","232","79",
"0500000US05043","Drew County, Arkansas","2274","288","147","95","320","146","374","182","129","107","205","114","90","82","44","42","124","86","378","133","463","129",
"0500000US05045","Faulkner County, Arkansas","17865","830","359","136","1951","424","2181","436","1835","362","2115","451","1188","292","805","236","1907","505","4189","588","1335","387",
"0500000US05047","Franklin County, Arkansas","1765","264","83","54","218","151","193","109","190","107","73","55","161","91","81","57","133","98","284","125","349","187",
"0500000US05049","Fulton County, Arkansas","740","146","41","41","13","16","79","52","76","44","48","35","59","34","51","42","66","50","152","70","155","64",
"0500000US05051","Garland County, Arkansas","13711","857","782","255","1372","313","2155","511","1653","420","1006","237","1037","257","647","201","756","199","2615","410","1688","352",
"0500000US05053","Grant County, Arkansas","1350","226","5","7","86","58","162","111","71","52","159","89","188","114","198","132","37","30","191","95","253","136",
"0500000US05055","Greene County, Arkansas","6320","548","172","112","495","173","1039","306","867","332","506","176","641","195","107","83","447","189","1401","321","645","207",
"0500000US05057","Hempstead County, Arkansas","2378","320","72","73","257","120","204","122","79","55","272","103","104","93","118","79","140","86","531","233","601","200",
"0500000US05059","Hot Spring County, Arkansas","2540","335","108","65","184","103","201","104","395","190","286","128","95","46","98","74","205","130","278","130","690","232",
"0500000US05061","Howard County, Arkansas","1432","259","53","48","111","83","132","74","173","95","138","88","182","126","68","49","53","60","282","100","240","142",
"0500000US05063","Independence County, Arkansas","4411","485","326","153","344","143","477","173","445","182","345","125","395","193","227","102","249","135","922","317","681","211",
"0500000US05065","Izard County, Arkansas","1103","203","40","24","76","56","103","52","131","78","142","67","47","36","38","34","76","66","151","75","299","115",
"0500000US05067","Jackson County, Arkansas","2041","248","201","108","159","79","179","86","204","116","274","110","232","85","50","49","129","89","294","135","319","120",
"0500000US05069","Jefferson County, Arkansas","8907","589","670","244","837","263","946","231","714","186","880","224","763","249","703","204","763","236","1538","310","1093","222",
"0500000US05071","Johnson County, Arkansas","2932","310","50","54","278","117","275","119","302","122","389","150","285","139","245","147","276","105","551","146","281","97",
"0500000US05073","Lafayette County, Arkansas","587","132","24","26","83","52","25","26","30","26","11","10","21","21","39","30","55","43","22","19","277","110",
"0500000US05075","Lawrence County, Arkansas","2085","198","130","70","170","91","219","90","247","96","299","132","195","82","76","42","99","61","193","85","457","117",
"0500000US05077","Lee County, Arkansas","985","162","47","40","27","23","37","39","25","31","21","25","20","29","86","68","99","77","313","149","310","99",
"0500000US05079","Lincoln County, Arkansas","723","145","63","50","57","35","68","53","47","31","31","32","22","20","6","13","85","58","88","49","256","103",
"0500000US05081","Little River County, Arkansas","763","179","59","53","24","21","88","55","105","72","41","39","141","107","17","18","37","32","81","61","170","65",
"0500000US05083","Logan County, Arkansas","2176","317","75","52","241","114","428","200","297","138","176","94","76","42","117","77","75","44","302","93","389","143",
"0500000US05085","Lonoke County, Arkansas","7605","615","335","113","850","225","1078","243","945","265","546","179","617","217","402","167","552","209","1223","223","1057","295",
"0500000US05087","Madison County, Arkansas","1263","225","54","46","101","87","133","68","128","76","56","40","52","46","125","84","42","33","124","76","448","161",
"0500000US05089","Marion County, Arkansas","1274","218","97","47","157","82","134","67","93","42","166","80","92","46","66","41","26","25","181","81","262","104",
"0500000US05091","Miller County, Arkansas","5346","390","276","111","328","130","455","160","506","188","628","156","315","135","427","155","488","187","1244","240","679","207",
"0500000US05093","Mississippi County, Arkansas","5978","438","263","96","680","229","598","206","733","198","307","123","576","211","208","123","589","241","1184","280","840","210",
"0500000US05095","Monroe County, Arkansas","1030","184","80","51","104","66","68","41","72","51","83","46","111","73","44","32","92","83","197","83","179","69",
"0500000US05097","Montgomery County, Arkansas","702","145","28","30","48","45","75","53","52","46","33","21","9","12","48","33","12","13","149","56","248","106",
"0500000US05099","Nevada County, Arkansas","1051","203","1","3","23","29","155","88","38","35","74","62","139","109","51","52","207","155","153","101","210","113",
"0500000US05101","Newton County, Arkansas","733","193","26","25","72","56","59","63","45","38","23","20","49","47","81","70","12","15","84","44","282","130",
"0500000US05103","Ouachita County, Arkansas","2220","310","208","137","195","124","288","148","60","40","246","111","160","84","140","122","210","98","353","138","360","133",
"0500000US05105","Perry County, Arkansas","926","179","119","73","114","63","52","37","60","64","89","69","77","61","64","58","13","13","80","52","258","84",
"0500000US05107","Phillips County, Arkansas","2862","338","115","68","237","114","157","81","261","142","219","123","84","69","170","133","330","163","698","158","591","150",
"0500000US05109","Pike County, Arkansas","984","163","79","68","13","14","79","42","60","39","48","33","86","46","46","33","33","27","172","84","368","114",
"0500000US05111","Poinsett County, Arkansas","3304","350","195","87","265","98","315","114","369","125","332","121","309","111","154","65","219","134","537","154","609","154",
"0500000US05113","Polk County, Arkansas","1552","308","116","100","169","89","214","140","188","124","119","66","107","75","41","28","8","13","310","125","280","92",
"0500000US05115","Pope County, Arkansas","6628","536","395","133","735","206","657","217","510","162","722","232","544","210","391","156","418","153","1479","325","777","270",
"0500000US05117","Prairie County, Arkansas","752","162","29","28","71","36","62","39","91","67","87","77","57","43","43","49","42","29","53","31","217","102",
"0500000US05119","Pulaski County, Arkansas","70214","1805","2564","530","6447","759","8614","1001","8334","1075","7317","820","6475","892","3659","659","4896","767","16382","1271","5526","868",
"0500000US05121","Randolph County, Arkansas","1909","289","102","63","96","68","435","189","98","68","220","114","282","131","98","62","84","52","253","110","241","98",
"0500000US05123","St. Francis County, Arkansas","3707","368","83","71","189","123","303","155","583","250","366","119","487","176","176","92","268","121","721","169","531","153",
"0500000US05125","Saline County, Arkansas","10554","773","716","235","812","224","1609","411","1294","356","1384","391","624","260","684","287","613","209","1664","325","1154","339",
"0500000US05127","Scott County, Arkansas","1004","185","37","39","152","78","62","47","53","45","86","62","33","28","50","43","32","30","239","91","260","119",
"0500000US05129","Searcy County, Arkansas","787","157","18","17","57","35","24","18","39","29","141","84","40","38","29","29","62","42","108","63","269","91",
"0500000US05131","Sebastian County, Arkansas","20694","910","927","297","2022","441","3709","526","2734","523","2307","422","1229","359","1057","298","1832","379","3450","500","1427","407",
"0500000US05133","Sevier County, Arkansas","1940","265","116","76","435","165","306","197","195","113","61","48","120","67","89","106","99","68","266","127","253","83",
"0500000US05135","Sharp County, Arkansas","1364","189","69","61","176","73","203","103","103","52","130","61","93","54","99","69","54","38","169","80","268","84",
"0500000US05137","Stone County, Arkansas","1310","209","30","29","56","42","50","48","120","95","76","64","193","111","47","56","46","45","247","139","445","191",
"0500000US05139","Union County, Arkansas","4072","431","195","98","455","182","483","179","532","191","381","169","220","123","119","86","295","149","813","196","579","175",
"0500000US05141","Van Buren County, Arkansas","1428","247","124","125","147","83","79","51","88","59","75","46","154","92","29","25","124","75","271","125","337","114",
"0500000US05143","Washington County, Arkansas","42602","1323","1920","574","4560","728","5491","631","6078","637","4543","602","3952","660","2254","406","2615","434","8304","784","2885","437",
"0500000US05145","White County, Arkansas","9683","697","369","149","699","229","869","290","1346","400","1016","328","1123","363","640","192","779","265","1428","267","1414","334",
"0500000US05147","Woodruff County, Arkansas","812","130","67","50","91","50","90","50","71","37","70","44","88","47","60","42","54","39","97","43","124","58",
"0500000US05149","Yell County, Arkansas","2440","287","178","89","262","112","359","181","247","124","203","95","137","96","194","132","84","55","167","74","609","175",
"0500000US06001","Alameda County, California","268367","2186","9941","797","22565","1303","33808","1528","34561","1375","30518","1220","22852","1150","15722","872","22545","1453","64479","1914","11376","846",
"0500000US06003","Alpine County, California","75","34","7","10","24","21","6","8","3","4","20","23","0","13","1","3","0","13","9","9","5","7",
"0500000US06005","Amador County, California","3305","453","26","40","198","116","390","186","396","173","348","151","363","198","348","212","353","144","465","152","418","250",
"0500000US06007","Butte County, California","34895","1363","1212","339","2000","360","3397","529","3645","484","3839","638","2571","439","2397","399","3490","418","9811","742","2533","443",
"0500000US06009","Calaveras County, California","3084","420","307","215","98","75","312","141","261","101","210","100","309","132","373","176","231","117","696","205","287","139",
"0500000US06011","Colusa County, California","2746","285","308","161","199","89","260","83","520","213","198","98","204","102","219","95","180","79","404","122","254","92",
