"GEO_ID","NAME","B25070_001E","B25070_001M","B25070_002E","B25070_002M","B25070_003E","B25070_003M","B25070_004E","B25070_004M","B25070_005E","B25070_005M","B25070_006E","B25070_006M","B25070_007E","B25070_007M","B25070_008E","B25070_008M","B25070_009E","B25070_009M","B25070_010E","B25070_010M","B25070_011E","B25070_011M",
"0500000US01037","Coosa County, Alabama","837","158","94","60","55","39","93","75","47","38","16","22","93","76","32","32","31","35","77","58","299","108",
"0500000US01039","Covington County, Alabama","3791","368","189","86","391","145","448","122","226","80","350","95","322","110","143","66","202","107","781","165","739","144",
"0500000US01041","Crenshaw County, Alabama","1212","155","155","57","139","50","130","50","88","42","64","43","65","50","53","51","66","37","127","62","325","78",
"0500000US01043","Cullman County, Alabama","7818","602","183","86","786","236","1111","257","741","215","873","194","586","190","438","149","565","171","1105","210","1430","292",
"0500000US01045","Dale County, Alabama","7506","438","389","123","906","186","884","222","1211","228","699","161","643","165","273","108","528","145","1260","228","713","173",
"0500000US01047","Dallas County, Alabama","6469","480","153","81","509","207","531","198","580","170","589","186","456","157","485","191","449","148","1614","280","1103","234",
"0500000US01049","DeKalb County, Alabama","7413","612","345","135","736","225","842","203","659","194","589","134","569","164","274","110","370","153","1162","233","1867","267",
"0500000US01051","Elmore County, Alabama","7945","628","360","165","683","226","868","241","583","207","690","230","940","276","639","224","447","175","1609","348","1126","251",
"0500000US01053","Escambia County, Alabama","4146","386","220","106","339","107","472","158","236","102","424","160","280","133","288","112","327","111","542","166","1018","233",
"0500000US01055","Etowah County, Alabama","10675","626","692","189","899","208","1323","267","1051","270","1178","201","529","176","645","214","1067","185","1833","290","1458","239",
"0500000US01057","Fayette County, Alabama","1547","228","61","42","189","106","113","73","91","54","116","67","242","111","81","48","101","64","291","116","262","95",
"0500000US01059","Franklin County, Alabama","3227","334","232","105","450","162","539","181","376","134","120","65","107","65","185","87","244","140","283","129","691","174",
"0500000US01061","Geneva County, Alabama","2907","300","131","74","237","93","308","127","337","117","297","143","152","105","80","41","56","42","578","156","731","168",
"0500000US01063","Greene County, Alabama","972","222","20","31","12","19","48","49","27","37","84","75","8","11","130","91","46","49","207","116","390","141",
"0500000US01065","Hale County, Alabama","1365","219","13","17","67","45","68","38","43","41","110","57","50","29","35","35","160","77","243","98","576","162",
"0500000US01067","Henry County, Alabama","1105","172","67","44","114","74","131","74","97","50","73","56","51","42","36","29","93","49","228","88","215","67",
"0500000US01069","Houston County, Alabama","13482","393","650","92","1447","134","1663","165","1548","140","1222","137","884","99","817","100","975","142","2891","187","1385","151",
"0500000US01071","Jackson County, Alabama","5066","401","149","76","622","169","342","135","353","98","655","203","481","163","229","109","351","122","477","130","1407","287",
"0500000US01073","Jefferson County, Alabama","97432","1682","3662","575","8218","663","11223","871","11108","784","10161","781","7667","760","5410","643","8285","710","22731","1094","8967","622",
"0500000US01075","Lamar County, Alabama","1427","253","97","72","122","60","94","55","70","51","90","55","84","47","173","97","133","82","192","69","372","131",
"0500000US01077","Lauderdale County, Alabama","12257","613","646","239","1274","255","1383","300","1314","293","1543","287","825","191","567","177","861","199","2102","282","1742","342",
"0500000US01079","Lawrence County, Alabama","2832","298","189","93","287","121","270","122","208","84","353","124","181","86","110","82","132","81","314","124","788","168",
"0500000US01081","Lee County, Alabama","23126","1045","749","215","2024","373","2430","466","2408","453","2274","413","1223","274","1245","306","1984","405","6105","691","2684","478",
"0500000US01083","Limestone County, Alabama","7192","568","448","165","1023","248","837","191","761","207","684","219","522","176","370","127","487","167","1239","247","821","202",
"0500000US01085","Lowndes County, Alabama","1094","175","37","30","36","37","14","23","59","45","23","24","14","16","99","67","134","73","212","88","466","149",
"0500000US01087","Macon County, Alabama","2580","254","153","75","141","64","184","84","132","65","276","90","164","74","109","56","132","67","554","141","735","168",
"0500000US01089","Madison County, Alabama","49143","1370","2577","408","5260","596","5875","767","5768","543","5178","641","4052","491","3317","428","3587","493","9422","721","4107","552",
"0500000US01091","Marengo County, Alabama","2099","286","118","80","133","87","117","83","68","51","95","69","133","89","63","66","179","128","368","162","825","242",
"0500000US01093","Marion County, Alabama","2982","352","127","77","351","138","367","147","277","119","364","147","291","114","159","103","212","114","404","176","430","145",
"0500000US01095","Marshall County, Alabama","10403","559","598","178","860","177","1354","262","823","182","1312","251","653","169","668","184","687","177","1741","260","1707","261",
"0500000US01097","Mobile County, Alabama","55398","1345","1849","378","4354","400","5737","618","5109","506","5570","509","4200","498","3355","459","4401","421","13318","850","7505","596",
"0500000US01099","Monroe County, Alabama","2969","320","90","68","102","66","173","106","85","71","143","98","124","88","40","40","178","161","331","115","1703","298",
"0500000US01101","Montgomery County, Alabama","37262","923","1176","238","2719","434","4511","517","4144","531","4287","622","2554","407","2034","338","2837","545","10008","697","2992","416",
"0500000US01103","Morgan County, Alabama","12526","708","466","158","1366","338","1587","317","1416","298","1507","318","865","228","786","210","812","264","2303","370","1418","304",
"0500000US01105","Perry County, Alabama","864","261","26","36","18","33","25","26","71","70","49","82","69","79","97","99","26","29","104","69","379","186",
"0500000US01107","Pickens County, Alabama","1890","248","47","36","194","83","115","62","134","51","145","65","183","92","159","99","80","47","290","90","543","159",
"0500000US01109","Pike County, Alabama","4376","464","166","117","230","102","296","125","260","109","417","199","355","185","163","86","368","141","1258","310","863","254",
"0500000US01111","Randolph County, Alabama","2032","312","86","68","111","71","288","122","127","66","227","106","36","25","22","22","39","34","448","144","648","177",
"0500000US01113","Russell County, Alabama","9263","658","359","156","473","171","1050","282","983","229","1086","321","967","291","351","165","710","200","2277","387","1007","270",
"0500000US01115","St. Clair County, Alabama","6441","557","428","174","608","189","851","259","725","210","804","261","426","170","167","88","555","236","864","230","1013","251",
"0500000US01117","Shelby County, Alabama","15507","737","546","192","1771","316","2295","388","2017","338","1726","306","1281","254","773","206","1017","258","2730","407","1351","260",
"0500000US01119","Sumter County, Alabama","1869","272","46","50","47","51","110","51","68","52","53","50","252","139","152","140","134","114","407","179","600","210",
"0500000US01121","Talladega County, Alabama","9013","650","366","137","851","222","838","224","980","247","1032","236","696","189","573","172","673","217","1679","293","1325","245",
"0500000US01123","Tallapoosa County, Alabama","4074","412","196","105","317","133","410","141","236","113","425","145","274","111","237","131","375","174","749","239","855","171",
"0500000US01125","Tuscaloosa County, Alabama","26270","969","1145","268","2595","387","2810","445","2493","339","2514","400","1878","333","1248","251","2294","390","6909","694","2384","349",
"0500000US01127","Walker County, Alabama","5692","449","274","128","636","190","626","192","505","183","244","96","360","99","296","118","305","123","1200","222","1246","213",
"0500000US01129","Washington County, Alabama","1039","224","74","84","43","39","154","131","88","59","95","75","43","41","2","4","57","53","98","80","385","129",
"0500000US01131","Wilcox County, Alabama","1237","163","36","24","84","79","44","37","64","57","51","35","84","62","57","36","11","12","102","54","704","128",
"0500000US01133","Winston County, Alabama","1975","241","78","48","185","75","174","75","203","93","269","81","89","65","68","51","84","57","206","94","619","172",
"0500000US02013","Aleutians East Borough, Alaska","322","58","18","10","41","15","38","15","11","8","14","8","6","7","12","8","9","7","39","15","134","34",
"0500000US02016","Aleutians West Census Area, Alaska","852","115","55","15","91","24","80","26","59","17","33","12","25","13","17","7","25","11","32","10","435","56",
"0500000US02020","Anchorage Municipality, Alaska","41200","1213","1684","361","3225","388","5664","689","5826","618","5197","521","3941","500","2478","403","3362","446","8264","734","1559","313",
"0500000US02050","Bethel Census Area, Alaska","1878","129","133","39","198","70","285","88","159","62","113","52","106","50","84","47","97","56","196","70","507","92",
"0500000US02060","Bristol Bay Borough, Alaska","145","26","9","7","26","12","24","12","18","10","10","6","6","6","2","3","8","6","6","5","36","12",
"0500000US02068","Denali Borough, Alaska","113","47","21","15","23","17","6","9","9","9","20","18","5","10","2","4","0","9","6","8","21","14",
"0500000US02070","Dillingham Census Area, Alaska","542","69","22","11","50","16","77","23","58","26","47","21","31","17","22","13","31","17","39","16","165","32",
"0500000US02090","Fairbanks North Star Borough, Alaska","14866","795","562","189","1246","291","2321","432","1863","378","1617","311","1183","290","1090","251","1303","336","2735","364","946","291",
"0500000US02100","Haines Borough, Alaska","338","99","55","48","42","42","5","5","57","52","45","44","14","11","2","3","26","31","23","22","69","53",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","194","33","19","10","14","9","27","12","21","10","5","5","13","14","4","4","13","8","12","10","66","21",
"0500000US02110","Juneau City and Borough, Alaska","4464","331","201","94","437","153","599","146","824","176","522","156","307","127","315","135","333","111","768","187","158","76",
"0500000US02122","Kenai Peninsula Borough, Alaska","5880","405","330","115","641","158","712","153","637","148","492","139","443","125","373","100","406","99","1091","199","755","161",
"0500000US02130","Ketchikan Gateway Borough, Alaska","2075","125","75","30","184","47","182","49","284","62","205","58","154","48","165","53","220","58","468","81","138","43",
"0500000US02150","Kodiak Island Borough, Alaska","1935","226","128","103","116","54","198","101","365","125","199","93","91","56","76","54","172","103","278","102","312","84",
"0500000US02158","Kusilvak Census Area, Alaska","488","81","41","63","45","43","19","11","34","13","14","8","11","8","13","9","10","7","24","11","277","36",
"0500000US02164","Lake and Peninsula Borough, Alaska","120","41","20","8","17","10","14","8","6","5","3","5","8","5","1","3","0","9","4","6","47","21",
"0500000US02170","Matanuska-Susitna Borough, Alaska","7158","285","309","67","560","97","806","124","665","99","707","125","632","103","492","100","590","103","1604","174","793","114",
"0500000US02180","Nome Census Area, Alaska","1124","77","75","21","63","24","173","41","133","39","80","25","93","26","77","27","43","17","119","39","268","39",
"0500000US02185","North Slope Borough, Alaska","937","120","152","76","173","62","131","47","52","33","34","22","28","19","23","19","16","12","117","45","211","65",
"0500000US02188","Northwest Arctic Borough, Alaska","786","60","87","27","84","32","86","28","87","29","90","37","30","20","28","18","53","24","51","21","190","32",
"0500000US02195","Petersburg Borough, Alaska","370","78","46","27","59","36","24","10","31","12","26","15","25","12","38","27","17","8","80","35","24","12",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","646","78","56","18","75","27","107","37","51","16","34","15","57","21","39","17","42","23","84","31","101","25",
"0500000US02220","Sitka City and Borough, Alaska","1445","125","34","23","89","39","193","63","191","62","154","50","142","59","106","41","91","39","289","73","156","54",
"0500000US02230","Skagway Municipality, Alaska","175","23","10","7","24","9","39","12","19","17","21","10","9","5","6","4","8","6","5","7","34","13",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","575","88","49","30","68","36","54","28","105","49","12","9","25","15","30","22","25","17","57","26","150","49",
"0500000US02261","Valdez-Cordova Census Area, Alaska","806","151","107","45","72","52","141","66","60","44","64","43","64","67","48","50","20","12","76","41","154","81",
"0500000US02275","Wrangell City and Borough, Alaska","330","45","9","7","40","22","29","10","41","18","46","33","20","11","35","27","14","11","54","17","42","22",
"0500000US02282","Yakutat City and Borough, Alaska","74","26","3","4","19","9","9","7","4","4","15","8","2","3","6","6","0","9","4","4","12","8",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","512","56","39","13","47","19","41","13","29","11","25","11","15","9","12","7","17","15","49","15","238","40",
"0500000US04001","Apache County, Arizona","4405","259","1016","128","685","118","423","110","396","93","228","76","239","101","96","53","211","63","378","92","733","161",
"0500000US04003","Cochise County, Arizona","15586","813","972","247","1508","250","2280","375","1562","253","1637","291","1098","267","1052","265","1263","221","2818","453","1396","240",
"0500000US04005","Coconino County, Arizona","18485","871","1229","268","1247","282","2092","394","1592","291","1928","343","1267","295","1019","240","1445","310","5024","526","1642","282",
"0500000US04007","Gila County, Arizona","5364","491","369","155","675","177","562","180","423","166","547","186","336","117","407","175","219","114","702","157","1124","209",
"0500000US04009","Graham County, Arizona","3276","287","337","90","329","115","417","135","251","90","243","97","195","92","133","86","175","98","643","162","553","137",
"0500000US04011","Greenlee County, Arizona","1609","153","1043","152","99","42","129","79","128","67","26","27","49","41","36","27","26","36","43","31","30","21",
"0500000US04012","La Paz County, Arizona","2660","427","310","206","116","58","358","147","270","105","283","196","152","102","69","45","192","190","353","159","557","167",
"0500000US04013","Maricopa County, Arizona","586804","3818","18303","898","48296","1622","76240","1768","79936","2231","66823","1661","50053","1661","36844","1433","50952","1722","126546","2380","32811","1138",
"0500000US04015","Mohave County, Arizona","26697","1099","995","259","2731","439","3167","445","3023","401","2930","424","2209","376","1617","313","2374","367","4554","534","3097","375",
"0500000US04017","Navajo County, Arizona","10923","518","949","169","1028","199","1155","229","1027","228","762","166","792","207","398","154","789","172","1887","298","2136","274",
"0500000US04019","Pima County, Arizona","149062","2107","5112","510","11393","830","18180","900","17446","748","15483","880","12900","800","8988","644","12948","789","35562","1170","11050","791",
"0500000US04021","Pinal County, Arizona","32898","1239","1103","265","2821","374","3731","457","3518","496","3343","460","2179","346","2171","446","2678","469","6454","674","4900","476",
"0500000US04023","Santa Cruz County, Arizona","5128","417","152","100","508","204","548","154","532","183","521","210","600","217","211","112","467","221","1131","251","458","154",
"0500000US04025","Yavapai County, Arizona","27565","1238","1256","334","2350","439","2781","448","3346","474","3009","439","1537","257","1400","263","3586","528","5855","644","2445","381",
"0500000US04027","Yuma County, Arizona","24050","1073","812","212","1860","304","3205","429","3143","531","2946","481","1669","314","1778","348","1484","278","4890","636","2263","363",
"0500000US05001","Arkansas County, Arkansas","2608","258","55","39","374","114","242","106","275","102","231","119","131","64","134","68","133","88","485","152","548","119",
"0500000US05003","Ashley County, Arkansas","1747","213","147","77","100","60","179","102","130","103","164","81","47","36","105","68","128","71","444","194","303","117",
"0500000US05005","Baxter County, Arkansas","4397","391","188","101","435","143","633","225","550","152","565","172","327","115","329","139","355","152","609","147","406","130",
"0500000US05007","Benton County, Arkansas","32507","1029","1948","364","5731","560","4828","562","4022","440","2976","423","2080","355","1689","294","2128","406","4587","462","2518","417",
"0500000US05009","Boone County, Arkansas","4241","398","327","130","501","152","549","157","391","134","603","177","361","128","204","89","242","117","564","176","499","151",
"0500000US05011","Bradley County, Arkansas","1539","182","91","60","206","76","184","91","168","76","85","62","32","28","47","38","133","78","233","107","360","94",
"0500000US05013","Calhoun County, Arkansas","281","80","4","6","31","22","31","23","22","23","20","18","19","21","10","12","15","14","67","41","62","41",
"0500000US05015","Carroll County, Arkansas","2703","332","117","81","323","127","373","133","400","126","280","112","185","107","129","65","184","107","263","126","449","165",
"0500000US05017","Chicot County, Arkansas","1555","176","61","47","161","75","186","79","96","58","93","48","40","27","100","66","99","48","289","100","430","111",
"0500000US05019","Clark County, Arkansas","3587","374","223","109","512","199","341","112","313","123","296","115","336","118","235","115","263","119","687","200","381","109",
"0500000US05021","Clay County, Arkansas","2100","210","102","53","234","98","202","66","166","90","218","96","153","71","76","40","189","82","373","104","387","83",
"0500000US05023","Cleburne County, Arkansas","2673","326","164","74","260","105","426","176","277","110","275","126","185","86","148","101","118","70","327","101","493","153",
"0500000US05025","Cleveland County, Arkansas","771","144","52","39","51","31","137","75","62","41","31","33","57","39","10","11","52","51","68","43","251","74",
"0500000US05027","Columbia County, Arkansas","2533","326","137","71","369","148","199","102","181","95","253","139","170","94","110","72","109","84","499","197","506","175",
"0500000US05029","Conway County, Arkansas","2719","326","141","80","232","112","268","125","324","156","183","93","165","100","175","101","228","128","347","138","656","188",
"0500000US05031","Craighead County, Arkansas","17752","759","635","205","2000","376","2289","383","2169","375","1604","377","1354","290","837","223","1519","413","3636","457","1709","298",
"0500000US05033","Crawford County, Arkansas","5747","538","295","139","537","185","637","233","810","262","550","186","567","195","310","129","480","160","1107","204","454","145",
"0500000US05035","Crittenden County, Arkansas","8118","331","244","92","864","203","640","165","933","238","829","192","734","192","320","100","756","202","2003","252","795","160",
"0500000US05037","Cross County, Arkansas","2206","210","115","72","167","75","273","117","208","86","248","113","179","90","146","68","94","49","355","116","421","123",
"0500000US05039","Dallas County, Arkansas","959","195","49","36","57","50","112","64","123","97","196","112","70","57","33","38","19","20","150","69","150","86",
"0500000US05041","Desha County, Arkansas","2005","229","129","79","96","65","228","86","182","78","303","113","88","59","102","68","80","48","327","115","470","129",
"0500000US05043","Drew County, Arkansas","2312","275","247","107","165","93","251","143","111","60","208","92","118","90","126","109","116","97","389","144","581","165",
"0500000US05045","Faulkner County, Arkansas","16799","845","466","129","1590","339","2124","369","1659","242","1708","367","1196","282","1198","292","1608","319","3767","439","1483","358",
"0500000US05047","Franklin County, Arkansas","1983","254","102","71","150","81","80","49","204","92","185","104","233","128","105","66","52","42","517","185","355","140",
"0500000US05049","Fulton County, Arkansas","1008","212","44","39","24","18","169","96","137","89","74","37","91","44","55","42","73","65","176","85","165","72",
"0500000US05051","Garland County, Arkansas","12939","685","539","170","910","260","1467","343","1555","349","1249","276","1365","296","744","219","594","201","2962","379","1554","366",
"0500000US05053","Grant County, Arkansas","1364","236","60","65","201","82","99","58","97","62","182","109","113","82","59","57","53","52","252","108","248","117",
"0500000US05055","Greene County, Arkansas","5693","392","243","98","762","208","906","244","535","166","498","183","610","194","158","86","461","173","993","266","527","156",
"0500000US05057","Hempstead County, Arkansas","2487","290","177","88","256","93","228","106","132","69","213","91","219","115","185","106","300","152","336","131","441","140",
"0500000US05059","Hot Spring County, Arkansas","2790","340","148","74","299","133","260","126","182","106","428","189","226","111","228","134","379","155","279","101","361","126",
"0500000US05061","Howard County, Arkansas","1597","239","48","37","78","44","98","58","212","95","215","104","170","96","127","75","12","18","262","98","375","141",
"0500000US05063","Independence County, Arkansas","4061","418","248","122","445","155","333","127","484","146","357","134","450","189","297","126","248","125","530","168","669","201",
"0500000US05065","Izard County, Arkansas","1161","190","56","34","93","54","138","68","138","74","141","55","38","31","54","34","72","53","164","63","267","89",
"0500000US05067","Jackson County, Arkansas","1880","228","84","49","156","76","188","75","180","72","247","76","168","80","27","26","238","99","354","155","238","75",
"0500000US05069","Jefferson County, Arkansas","10157","578","501","208","1220","338","1140","231","864","201","981","207","723","169","570","180","806","206","2219","400","1133","258",
"0500000US05071","Johnson County, Arkansas","2864","257","160","84","212","95","273","115","244","90","297","93","285","123","182","77","235","109","513","125","463","171",
"0500000US05073","Lafayette County, Arkansas","582","124","12","14","23","22","29","23","41","23","27","22","27","24","14","19","27","26","128","64","254","76",
"0500000US05075","Lawrence County, Arkansas","2112","200","124","63","179","97","252","84","237","75","189","64","211","79","117","62","36","33","289","87","478","114",
"0500000US05077","Lee County, Arkansas","1289","166","27","31","21","13","119","67","61","40","27","25","46","33","30","24","89","55","363","116","506","140",
"0500000US05079","Lincoln County, Arkansas","863","201","56","33","128","106","54","37","71","53","43","28","32","28","25","26","22","21","111","57","321","130",
"0500000US05081","Little River County, Arkansas","1527","250","110","81","82","58","223","121","235","122","116","64","164","97","65","44","169","118","66","46","297","114",
"0500000US05083","Logan County, Arkansas","2215","297","119","57","337","119","333","127","195","77","230","101","115","58","104","74","160","93","217","83","405","135",
"0500000US05085","Lonoke County, Arkansas","8271","518","339","139","747","201","1170","219","1056","266","885","248","750","225","286","115","724","220","1408","283","906","248",
"0500000US05087","Madison County, Arkansas","1380","202","38","27","234","114","126","59","121","46","92","71","71","42","101","72","82","48","124","85","391","123",
"0500000US05089","Marion County, Arkansas","1434","216","46","40","88","43","81","41","269","109","154","74","114","57","57","36","47","31","299","118","279","92",
"0500000US05091","Miller County, Arkansas","5807","396","386","179","355","112","703","209","587","194","581","153","319","128","343","109","516","148","1368","242","649","187",
"0500000US05093","Mississippi County, Arkansas","7152","498","366","132","851","269","897","256","1029","233","507","166","498","167","332","132","732","228","1163","266","777","217",
"0500000US05095","Monroe County, Arkansas","1337","162","128","77","138","70","68","52","170","85","117","57","172","80","29","27","164","80","139","67","212","72",
"0500000US05097","Montgomery County, Arkansas","701","124","43","36","89","46","66","44","51","31","63","37","15","14","45","36","32","17","82","35","215","79",
"0500000US05099","Nevada County, Arkansas","1123","213","3","5","32","38","212","110","151","97","63","65","51","75","87","83","179","128","93","68","252","102",
"0500000US05101","Newton County, Arkansas","464","118","11","14","37","42","11","14","37","30","39","30","16","17","53","51","8","10","69","34","183","83",
"0500000US05103","Ouachita County, Arkansas","2982","313","245","134","279","136","295","95","265","124","383","127","143","77","127","101","236","106","557","202","452","154",
"0500000US05105","Perry County, Arkansas","864","169","29","25","89","53","99","57","183","85","60","48","74","52","15","15","17","13","122","79","176","76",
"0500000US05107","Phillips County, Arkansas","3878","369","123","68","260","109","199","109","387","139","566","225","177","85","143","85","296","133","896","162","831","243",
"0500000US05109","Pike County, Arkansas","908","149","32","25","47","47","112","60","89","54","91","47","81","47","14","9","53","33","123","50","266","97",
"0500000US05111","Poinsett County, Arkansas","3532","252","223","100","366","109","405","102","271","102","269","82","285","94","169","78","256","85","648","187","640","169",
"0500000US05113","Polk County, Arkansas","1922","270","64","47","94","40","197","121","250","112","107","73","83","53","77","47","128","67","522","168","400","112",
"0500000US05115","Pope County, Arkansas","7016","591","409","167","703","181","788","227","670","223","646","200","787","214","527","230","390","134","1508","354","588","179",
"0500000US05117","Prairie County, Arkansas","984","156","48","29","76","38","171","71","67","41","93","45","35","27","34","26","45","29","104","47","311","99",
"0500000US05119","Pulaski County, Arkansas","65113","1442","2354","471","6054","649","7877","765","7987","807","7442","847","5644","564","3799","436","5171","673","14869","920","3916","443",
"0500000US05121","Randolph County, Arkansas","2080","256","48","38","178","81","260","102","197","96","192","83","277","105","148","74","66","46","303","103","411","169",
"0500000US05123","St. Francis County, Arkansas","4249","379","148","71","401","192","342","135","307","121","414","144","389","120","218","124","303","112","897","177","830","205",
"0500000US05125","Saline County, Arkansas","9656","617","589","228","954","239","1388","298","1364","286","888","251","796","244","485","207","686","207","1656","308","850","216",
"0500000US05127","Scott County, Arkansas","1034","165","16","19","128","66","44","29","50","37","77","51","90","56","64","49","89","54","246","89","230","83",
"0500000US05129","Searcy County, Arkansas","867","153","13","12","54","54","82","45","29","29","137","89","38","34","38","28","65","45","107","54","304","115",
"0500000US05131","Sebastian County, Arkansas","21098","706","1195","262","2297","396","3190","489","2648","418","2320","399","1539","281","1293","282","1675","276","3695","520","1246","252",
"0500000US05133","Sevier County, Arkansas","1684","216","99","70","224","105","216","99","200","93","109","69","131","92","24","26","61","66","251","99","369","113",
"0500000US05135","Sharp County, Arkansas","1701","244","38","25","185","81","111","51","153","69","195","68","134","99","95","54","68","37","343","103","379","137",
"0500000US05137","Stone County, Arkansas","1214","229","21","28","60","42","74","57","78","53","99","85","235","141","9","14","64","55","309","165","265","135",
"0500000US05139","Union County, Arkansas","3861","367","199","111","275","122","288","105","578","182","267","101","210","101","142","98","404","183","854","236","644","188",
"0500000US05141","Van Buren County, Arkansas","1461","183","29","20","103","63","158","86","104","51","77","64","152","74","49","42","148","70","272","109","369","124",
"0500000US05143","Washington County, Arkansas","41397","1056","1256","321","3834","488","5711","608","6068","702","4785","667","3363","470","1885","442","3274","444","8131","661","3090","486",
"0500000US05145","White County, Arkansas","9860","626","371","135","1185","304","1177","324","1022","245","744","211","1002","284","479","144","811","257","1668","292","1401","309",
"0500000US05147","Woodruff County, Arkansas","1015","150","31","33","112","55","112","67","43","30","110","53","102","59","105","68","68","49","133","52","199","78",
"0500000US05149","Yell County, Arkansas","2140","254","112","48","262","95","292","122","228","105","126","59","234","117","143","60","27","21","324","137","392","119",
"0500000US06001","Alameda County, California","268286","2245","8948","700","21773","960","32074","1181","35669","1166","31201","1350","23925","1038","17042","701","23644","1163","63047","1575","10963","819",
"0500000US06003","Alpine County, California","56","25","7","7","14","17","8","7","5","6","4","7","0","12","0","12","4","5","7","8","7","6",
"0500000US06005","Amador County, California","3429","392","61","72","334","129","350","136","322","110","334","128","331","166","174","119","396","152","816","238","311","115",
"0500000US06007","Butte County, California","34989","932","977","246","2224","358","3151","410","3265","421","3685","417","3188","385","2293","341","3475","430","10458","698","2273","344",
"0500000US06009","Calaveras County, California","3769","431","106","79","193","115","289","161","361","172","470","188","281","114","218","126","444","159","1010","311","397","154",
"0500000US06011","Colusa County, California","2817","226","85","50","191","82","332","91","483","132","305","111","172","71","168","97","283","123","480","130","318","101",
"0500000US06013","Contra Costa County, California","134525","1902","3387","433","9196","733","16554","951","16711","905","15372","954","11277","935","9769","850","12556","795","33415","1341","6288","611",
